Element;h_index;g_index;m_index;TC;NP;PY_start
HAMMOND RA;1;1;0,333;1;1;2020
HAMON F;1;1;0,250;12;1;2019
HAMPTON NB;1;1;0,100;39;1;2013
HAMRE B;1;1;0,500;2;1;2021
HAMZA N;1;1;0,500;1;1;2021
HAMZEH A;1;1;0,100;15;1;2013
HAN B;1;1;0,077;9;1;2010
HAN HT;1;1;0,100;21;1;2013
HAN HW;2;2;0,167;18;2;2011
HAN J;2;2;0,167;18;2;2011
HAN JH;1;1;0,167;11;1;2017
HAN K;1;1;0,167;8;1;2017
HAN L;1;1;0,333;9;1;2020
HAN NX;1;1;0,125;88;1;2015
HAN P;1;1;0,063;15;1;2007
HAN Q;1;1;0,063;12;1;2007
HAN QL;2;2;0,400;192;2;2018
HAN ST;1;1;0,333;5;1;2020
HAN T;1;1;0,167;11;1;2017
HAN TA;1;1;0,125;6;1;2015
HAN WB;1;1;0,250;1;1;2019
HAN XP;1;1;0,333;1;1;2020
HAN Y;1;1;0,143;28;1;2016
HAN YY;1;1;0,250;11;1;2019
HANRAHAN N;1;1;0,125;28;1;2015
HANSEN HH;1;2;0,031;7;2;1991
HANSEN JU;1;1;0,333;7;1;2020
HANSEN M;1;1;0,031;6;1;1991
HANSUPALAK N;1;1;0,100;11;1;2013
HAO CY;2;2;0,154;103;2;2010
HAO F;3;4;0,333;149;4;2014
HAO HM;1;1;0,143;22;1;2016
HAPPE K;1;1;0,059;139;1;2006
HARADA K;1;1;0,333;12;1;2020
HARADA Y;1;1;0,038;22;1;1997
HARADJI Y;1;1;0,200;5;1;2018
HARDY P;1;1;0,500;2;1;2021
HARE MP;1;1;0,250;9;1;2019
HARE TA;1;1;0,200;5;1;2018
HARLING G;1;1;0,250;9;1;2019
HARMS NE;1;1;0,200;18;1;2018
HARRINGTON CA;1;1;0,125;26;1;2015
HARRINGTON J;1;1;0,200;10;1;2018
HARRIS CM;1;1;0,167;6;1;2017
HARRIS GA;1;1;0,500;3;1;2021
HARRIS PD;1;1;0,091;8;1;2012
HARRIS RA;1;1;0,059;24;1;2006
HARRISON GW;1;1;0,071;176;1;2009
HARTING P;1;1;0,250;19;1;2019
HARTMAN IB;1;1;0,100;8;1;2013
HARTMANN D;1;1;0,091;6;1;2012
HARTMANN S;1;1;0,083;47;1;2011
HARTNER SE;1;1;0,200;3;1;2018
HARTWICH M;1;1;0,200;16;1;2018
HARUKI M;1;1;0,143;13;1;2016
HARUKI N;1;1;0,250;2;1;2019
HARVEY SP;1;1;0,333;5;1;2020
HARWOOD J;1;1;0,167;6;1;2017
HASEGAWA T;1;1;0,333;1;1;2020
HASHEMI E;1;1;0,500;1;1;2021
HASHEMI S;1;1;0,100;15;1;2013
HASHIMOTO H;1;1;0,038;22;1;1997
HASHIMOTO M;1;1;0,077;3;1;2010
HASHIMOTO Y;1;1;0,200;6;1;2018
HASHIYA K;1;1;0,250;2;1;2019
HASHMI MU;1;1;0,167;6;1;2017
HASINOFF BB;1;1;0,125;7;1;2015
HASKOVEC J;2;2;0,200;87;2;2013
HASSAN M;1;1;0,333;10;1;2020
HASSAN R;1;1;0,071;5;1;2009
HASSAN S;2;2;0,154;27;2;2010
HASSANI K;1;1;0,143;4;1;2016
HASSANI-MAHMOOEI B;1;1;0,125;13;1;2015
HASSANNAYEBI E;1;1;0,333;13;1;2020
HATANAKA T;2;2;0,143;165;2;2009
HAUER M;1;1;0,500;8;1;2021
HAUKE J;1;1;0,200;1;1;2018
HAUSER TU;1;1;0,333;1;1;2020
HAUSKEN K;1;1;0,048;15;1;2002
HAUSMANN R;1;1;0,200;6;1;2018
HAUSSLER S;1;1;0,143;23;1;2016
HAUTSCH N;1;1;0,050;12;1;2003
HAWDON J;1;1;0,111;9;1;2014
HAWE A;1;1;0,083;32;1;2011
HAWKES K;1;1;0,125;33;1;2015
HAWORTH B;1;1;0,500;2;1;2021
HAXELTINE A;1;1;0,067;58;1;2008
HAY TA;1;1;0,091;22;1;2012
HAYASHI A;1;1;0,333;1;1;2020
HAYES G;1;1;0,042;49;1;1999
HAYES GM;1;1;0,077;6;1;2010
HAYNES SR;1;1;0,071;23;1;2009
HAYNIE DL;1;1;0,333;2;1;2020
HAYWOOD MDE;1;1;0,111;9;1;2014
HAZAVEIE SM;1;1;0,250;17;1;2019
HBID H;1;1;0,200;7;1;2018
HE CJ;1;1;0,250;1;1;2019
HE FH;1;1;0,200;2;2;2018
HE GG;1;1;0,077;3;1;2010
HE HB;2;2;0,500;66;2;2019
HE L;2;2;0,182;118;2;2012
HE LL;1;1;0,200;54;1;2018
HE LY;1;1;0,077;8;1;2010
HE Q;1;1;0,500;1;1;2021
HE SH;1;2;0,500;12;2;2021
HE TB;1;1;0,038;11;1;1997
HE WL;1;1;0,333;21;1;2020
HE XK;1;1;0,333;1;1;2020
HE XQ;1;1;0,333;3;1;2020
HE XX;1;1;0,067;11;1;2008
HE XZ;3;3;0,188;118;3;2007
HE YH;1;1;0,250;1;1;2019
HE Z;2;3;0,400;15;3;2018
HE ZB;1;1;0,077;3;1;2010
HE ZN;1;1;0,250;3;1;2019
HEALY RM;1;1;0,067;75;1;2008
HEARD D;1;1;0,111;3;1;2014
HEAVEY C;1;1;0,200;81;1;2018
HEBBLEWHITE M;1;1;0,077;18;1;2010
HEBDA PA;1;1;0,067;65;1;2008
HECKELEI T;1;1;0,143;26;1;2016
HECKMAN CR;1;1;0,125;3;1;2015
HEDSTROM P;1;1;0,200;18;1;2018
HEFFERAN MP;1;1;0,083;12;1;2011
HEIBERG A;1;1;0,077;34;1;2010
HEIN AM;1;1;0,250;17;1;2019
HEIN S;1;1;0,333;37;1;2020
HEISS A;1;1;0,167;8;1;2017
HELBING D;4;4;0,160;257;4;1998
HELFIELD B;1;1;0,143;12;1;2016
HELIKAR T;1;1;0,500;1;1;2021
HELIOVAARA S;1;1;0,091;74;1;2012
HELLARD M;1;1;0,091;35;1;2012
HELLWEGER FL;1;1;0,083;6;1;2011
HELMERS BR;1;1;0,200;7;1;2018
HEMATTI P;1;1;0,143;8;1;2016
HEMELRIJK CK;2;2;0,222;28;2;2014
HENDERSON ER;1;1;0,333;4;1;2020
HENDERSON H;1;1;0,250;5;1;2019
HENDRIKS AJ;1;1;0,100;2;1;2013
HENG L;1;1;0,333;5;1;2020
HENNES D;1;1;0,250;6;1;2019
HENRICH J;1;1;0,143;283;1;2016
HENRIKSEN MV;1;1;0,333;1;1;2020
HENSON MA;1;1;0,077;28;1;2010
HENZI SP;1;1;0,167;7;1;2017
HEPPENSTALL A;1;1;0,077;65;1;2010
HEPPENSTALL AJ;1;1;0,500;1;1;2021
HERAS FJH;1;1;0,333;1;1;2020
HERAS-GODINEZ J;1;1;0,125;7;1;2015
HERBECK JT;1;1;0,250;2;1;2019
HERBORN CU;1;1;0,063;9;1;2007
HERBORN K;1;1;0,333;17;1;2020
HERCIK C;1;1;0,167;7;1;2017
HERMAN JD;1;1;0,500;3;1;2021
HERMAN M;1;1;0,045;35;1;2001
HERNANDEZ AF;1;1;0,333;5;1;2020
HERNANDEZ-MARTINEZ EG;2;2;0,250;13;2;2015
HERNANDEZ-MONTOYA V;1;1;0,250;10;1;2019
HERNANDEZ-RIVERA SP;1;1;0,111;7;1;2014
HERNANDEZ-RODRIGUEZ M;1;1;0,143;3;1;2016
HERNANTES J;1;1;0,143;55;1;2016
HERRBRICH PE;1;1;0,071;37;1;2009
HERRERA F;1;1;0,333;4;1;2020
HERRERA M;1;1;0,167;3;1;2017
HERRERA-RESTREPO O;1;1;0,250;3;1;2019
HERRMANN HJ;1;1;0,059;17;1;2006
HERTY M;1;1;0,125;49;1;2015
HERTZLER G;1;1;0,071;5;1;2009
HERZBERGER A;1;1;0,333;9;1;2020
HERZOG O;1;1;0,091;13;1;2012
HESHMATI A;2;2;0,200;6;2;2013
HESP C;2;2;1,000;28;2;2021
HESPANHA JP;1;1;0,250;12;1;2019
HESSELINK LXW;1;1;0,250;50;1;2019
HETZER M;1;1;0,100;8;1;2013
HEUTS JPA;1;1;0,045;311;1;2001
HEYMANN D;1;1;0,111;2;1;2014
HEZ E;1;1;0,100;10;1;2013
HICKEY H;1;1;0,333;2;1;2020
HICKS D;1;1;0,083;94;1;2011
HIDALGO RC;1;1;0,333;4;1;2020
HIEBELER D;1;1;0,125;8;1;2015
HIHN JY;1;1;0,333;1;1;2020
HILAIRE V;1;1;0,067;33;1;2008
HILDENBRANDT H;1;1;0,125;19;1;2015
HILGER A;1;1;0,333;37;1;2020
HILL DJ;1;1;0,125;143;1;2015
HILL R;1;1;0,250;9;1;2019
HILLEBRANDT F;1;1;0,056;5;1;2005
HILLNER BE;1;1;0,043;21;1;2000
HILTON J;3;3;0,300;77;3;2013
HILTON JD;1;1;0,200;5;1;2018
HILTY LM;1;1;0,143;12;1;2016
HIMMELSPACH J;1;1;0,077;3;1;2010
HINCH R;1;1;0,500;6;1;2021
HINZE T;1;1;0,077;5;1;2010
HIRAI Y;1;1;0,100;20;1;2013
HIRAMATSU K;1;1;0,034;9;1;1994
HIRANO M;1;1;0,333;2;1;2020
HIRATA K;1;1;0,250;2;1;2019
HIRAYAMA H;1;1;0,071;16;1;2009
HIRSCH B;1;1;0,500;7;1;2021
HIRSCH FR;1;1;0,031;6;1;1991
HIRSCH P;1;1;0,200;28;1;2018
HIRSCH W;1;1;0,071;37;1;2009
HIRTL M;1;1;0,200;12;1;2018
HIZANIDIS J;1;1;0,143;6;1;2016
HJORTH A;1;1;0,333;2;1;2020
HJORTH PG;1;1;0,091;14;1;2012
HLALELE L;2;2;0,200;24;2;2013
HLUCHY L;1;1;0,167;5;1;2017
HO CH;1;1;0,077;44;1;2010
HO P;1;1;0,500;1;1;2021
HO TK;1;1;0,067;11;1;2008
HOAN TNK;1;1;0,333;5;1;2020
HOANG EM;1;1;0,053;10;1;2004
HOBAN A;1;1;0,100;39;1;2013
HOBSON JA;1;1;0,167;99;1;2017
HOCEVAR SB;1;1;0,059;64;1;2006
HOCHMAIR HH;1;1;0,056;7;1;2005
HODGE I;1;1;0,333;3;1;2020
HODSON M;1;1;0,333;24;1;2020
HOEY J;1;1;0,143;27;1;2016
HOF L;1;1;0,500;6;1;2021
HOFER C;2;2;0,333;29;2;2017
HOFFER LD;1;1;0,071;39;1;2009
HOFFMANN A;1;1;0,333;37;1;2020
HOFFMANN AOI;1;1;0,063;37;1;2007
HOFFMANN J;1;1;0,100;39;1;2013
HOFFMANN S;1;1;0,333;1;1;2020
HOFMANN M;1;1;0,077;5;1;2010
HOFREE G;1;1;0,125;20;1;2015
HOFSTEDE GJ;4;4;0,500;29;4;2015
HOGAN CJ;1;1;0,167;13;1;2017
HOGEVEEN J;1;1;0,100;5;1;2013
HOKE F;1;1;0,050;44;1;2003
HOLBROOK J;1;1;0,091;64;1;2012
HOLLAND JH;1;1;0,143;18;1;2016
HOLLANDS JM;1;1;0,100;39;1;2013
HOLLEY C;1;1;0,250;8;1;2019
HOLM RH;1;1;0,250;8;1;2019
HOLM S;1;1;0,143;12;1;2016
HOLMAN RR;1;1;0,333;5;1;2020
HOLME P;1;1;0,167;6;1;2017
HOLMES JW;1;1;0,250;6;1;2019
HOLMES S;1;1;0,083;89;1;2011
HOLMGREN E;1;1;0,167;2;1;2017
HOLTON M;1;1;0,500;2;1;2021
HOLTZ G;1;1;0,200;58;1;2018
HOLTZ P;1;1;0,250;40;1;2019
HOLYST JA;1;1;0,042;69;1;1999
HOLZGRABE U;1;1;0,056;60;1;2005
HOLZHAUER S;3;3;0,300;35;3;2013
HOLZMER SW;1;1;0,500;1;1;2021
HOMMES C;1;2;0,100;24;2;2013
HONG H;2;2;0,154;84;2;2010
HONG JH;2;2;0,143;9;2;2009
HONG JY;1;1;0,500;1;1;2021
HONG L;1;1;0,250;1;1;2019
HONG S;1;1;0,091;7;1;2012
HONG SC;1;1;0,034;9;1;1994
HONG SK;1;1;0,250;6;1;2019
HONG TZ;1;1;0,167;36;1;2017
HONG WJ;2;3;0,222;40;3;2014
HONG YG;2;2;0,333;12;2;2017
HONG ZY;1;1;0,333;6;1;2020
HONKANEN MKM;1;1;0,333;4;1;2020
HONKAVAARA J;1;1;0,077;29;1;2010
HONKONEN EL;1;1;0,045;21;1;2001
HONORE BE;1;1;0,200;3;1;2018
HONTECILLAS R;1;1;0,125;13;1;2015
HONZAK L;1;1;0,200;12;1;2018
HOOGENDOORN M;1;1;0,100;72;1;2013
HOOPS S;1;1;0,125;13;1;2015
HOOTEN MB;1;1;0,077;45;1;2010
HOPE WW;1;1;0,091;71;1;2012
HOPKIN CG;1;1;0,167;25;1;2017
HOPKINS P;1;1;0,500;2;1;2021
HOPPE S;1;1;0,250;6;1;2019
HORAN MP;1;1;0,333;3;1;2020
HORGAN GW;1;1;0,250;5;1;2019
HORIBE A;1;1;0,250;2;1;2019
HORNI A;2;2;0,143;63;2;2009
HOROBA D;1;1;0,111;2;1;2014
HOROWITZ M;1;1;0,167;26;1;2017
HORTALA-VALLVE R;1;1;0,077;31;1;2010
HORVATH D;1;2;0,059;6;3;2006
HORVATH J;1;1;0,091;4;1;2012
HOSMANE NS;1;1;0,333;4;1;2020
HOSSAIN KMA;1;1;0,167;31;1;2017
HOSSAIN MJ;1;1;0,500;5;1;2021
HOSSAIN Z;1;1;0,071;1;1;2009
HOSSEINKHAH N;1;1;0,091;40;1;2012
HOSSIENY N;1;1;0,100;63;1;2013
HOSTIKKA S;1;1;0,091;74;1;2012
HOTI F;1;1;0,091;7;1;2012
HOU B;1;1;0,333;11;1;2020
HOU DW;1;1;0,500;1;1;2021
HOU J;2;2;0,500;10;2;2019
HOU XH;1;1;0,250;8;1;2019
HOU ZG;1;1;0,100;67;1;2013
HOUGHTON JL;1;1;0,031;10;1;1991
HOUSER D;1;1;0,056;235;1;2005
HOVIS C;1;1;0,333;9;1;2020
HOWARTH C;1;1;0,071;28;1;2009
HOWARTH RB;1;1;0,043;1;1;2000
HOYLE R;1;1;0,111;6;1;2014
HOYLE RB;1;1;0,111;2;1;2014
HRABER PT;1;1;0,038;34;1;1997
HRIBASCHEK A;1;1;0,048;19;1;2002
HRUSKA V;1;1;0,200;11;1;2018
HRYNIEWIECKI T;1;1;0,333;2;1;2020
HSIEH MA;1;1;0,125;3;1;2015
HSU C;1;1;0,043;2;1;2000
HSU LT;1;1;0,500;1;1;2021
HU AH;2;4;0,400;23;4;2018
HU B;2;2;0,333;15;2;2017
HU C;2;2;0,400;18;2;2018
HU CC;1;1;0,071;29;1;2009
HU CP;1;1;0,040;4;1;1998
HU DL;1;1;0,143;11;1;2016
HU GQ;2;2;0,167;118;2;2011
HU HB;1;2;0,071;15;2;2009
HU HH;1;1;0,125;3;1;2015
HU HX;5;5;0,500;194;5;2013
HU HY;1;1;0,111;18;1;2014
HU J;1;2;0,167;17;2;2017
HU JP;2;2;0,500;15;2;2019
HU JX;1;1;0,333;5;1;2020
HU JY;1;1;0,333;25;1;2020
HU L;1;1;0,500;3;1;2021
HU MB;1;1;0,063;29;1;2007
HU MF;1;2;0,200;18;2;2018
HU ML;1;1;0,091;4;1;2012
HU P;2;2;0,333;6;2;2017
HU QD;1;1;0,333;7;1;2020
HU QL;2;2;0,667;21;2;2020
HU S;1;1;0,125;4;1;2015
HU TT;1;1;0,500;2;1;2021
HU W;1;1;0,250;8;1;2019
HU WF;1;1;0,333;6;1;2020
HU WJ;1;1;0,200;21;1;2018
HU XG;1;1;0,333;7;1;2020
HU XL;3;3;0,214;50;3;2009
HU XM;1;1;0,167;8;1;2017
HU Y;2;3;0,080;15;3;1998
HU YB;1;1;0,100;46;1;2013
HU YH;1;1;0,500;1;1;2021
HUA CC;1;1;0,500;4;1;2021
HUA FJ;1;1;0,040;4;1;1998
HUANG BS;1;1;0,500;1;1;2021
HUANG BT;1;1;0,038;11;1;1997
HUANG BY;2;2;0,667;10;2;2020
HUANG C;2;3;0,182;17;3;2012
HUANG CC;1;1;0,250;4;1;2019
HUANG FF;1;1;0,250;9;1;2019
HUANG FH;1;1;0,333;1;1;2020
HUANG GY;1;1;0,250;4;1;2019
HUANG H;1;1;0,071;96;1;2009
HUANG HL;1;1;0,111;49;1;2014
HUANG HM;1;1;0,043;16;1;2000
HUANG HX;1;1;0,125;6;1;2015
HUANG HZ;1;1;0,111;24;1;2014
HUANG J;2;3;0,250;74;3;2015
HUANG JP;2;3;0,167;72;3;2011
HUANG K;1;1;0,333;6;1;2020
HUANG KC;1;1;0,167;26;1;2017
HUANG KD;2;2;0,222;16;2;2014
HUANG KK;2;2;0,250;32;2;2015
HUANG KW;1;1;0,050;15;1;2003
HUANG L;1;1;0,250;4;1;2019
HUANG N;1;1;0,143;27;1;2016
HUANG PF;1;1;0,091;8;1;2012
HUANG S;1;1;0,059;87;1;2006
HUANG SH;1;1;0,500;4;1;2021
HUANG SX;1;1;0,333;5;1;2020
HUANG TTK;2;2;0,200;41;2;2013
HUANG TW;6;7;0,750;590;7;2015
HUANG W;1;1;0,077;38;1;2010
HUANG WH;2;2;0,200;10;2;2013
HUANG YC;1;2;0,067;19;2;2008
HUANG YL;1;1;0,100;10;1;2013
HUANG YY;1;1;0,143;8;1;2016
HUANG ZH;1;1;0,200;2;1;2018
HUANG ZL;3;3;0,375;60;3;2015
HUANG ZP;1;1;0,167;16;1;2017
HUANG ZY;1;1;0,200;3;1;2018
HUBER M;1;1;0,100;7;1;2013
HUBERMAN BA;1;1;0,040;151;1;1998
HUBLIN JJ;1;1;0,071;77;1;2009
HUCH M;1;1;0,500;6;1;2021
HUCKAUF A;1;1;0,333;8;1;2020
HUDSON J;1;1;0,125;3;1;2015
HUDSON JL;1;1;0,053;28;1;2004
HUDSON M;1;1;0,071;27;1;2009
HUENS E;1;1;0,067;239;1;2008
HUERTA J;1;1;0,250;6;1;2019
HUERTA R;1;1;0,167;11;1;2017
HUETTEL SA;1;1;0,250;4;1;2019
HUFF ES;1;1;0,125;8;1;2015
HUGHES BD;2;2;0,143;58;2;2009
HUHTAMAKI J;1;1;0,167;12;1;2017
HUI HL;1;1;0,143;9;1;2016
HUI M;1;1;0,111;26;1;2014
HUI PM;5;9;0,238;96;9;2002
HUIGEN MGA;1;1;0,083;133;1;2011
HUIJBREGTS MAJ;1;1;0,100;2;1;2013
HUILINIR C;1;1;0,167;8;1;2017
HUJAINAH F;1;1;0,500;1;1;2021
HULSE D;1;1;0,143;18;1;2016
HUMBORSTAD OB;1;1;0,059;12;1;2006
HUMMEL T;1;1;0,038;21;1;1997
HUMMON NP;1;1;0,050;143;1;2003
HUMPHREYS A;1;1;0,333;2;1;2020
HUNG CC;1;1;0,500;1;1;2021
HUNG CH;1;1;0,125;26;1;2015
HUNG NM;1;1;0,500;1;1;2021
HUNG SH;1;1;0,083;13;1;2011
HUNT DL;1;1;0,053;24;1;2004
HUNT GL;1;1;0,143;18;1;2016
HUNTER E;1;1;0,200;31;1;2018
HUO XM;1;1;0,200;15;1;2018
HUONG TT;1;1;0,143;11;1;2016
HUOTARI P;1;1;0,167;12;1;2017
HURAUX T;1;1;0,200;5;1;2018
HURLING R;1;1;0,077;26;1;2010
HURST CG;1;1;0,125;2;1;2015
HURTT ME;1;1;0,038;2;1;1997
HUSBANDS P;1;1;0,091;6;1;2012
HUSE G;1;1;0,050;26;1;2003
HUSSAIN A;1;1;0,143;29;1;2016
HUSSIN H;1;1;0,250;2;1;2019
HUTCHINS M;2;2;0,250;5;2;2015
HUTTON EA;1;1;0,059;64;1;2006
HUTZLER S;1;1;0,056;52;1;2005
HWANG I;1;1;0,250;7;1;2019
HWANG J;1;1;0,333;2;1;2020
HWANG KS;2;2;0,667;21;2;2020
HYNYNEN K;1;1;0,091;40;1;2012
HYWOOD JD;1;1;0,100;15;1;2013
IANDOLI L;1;1;0,077;5;1;2010
IBANEZ A;1;1;0,143;7;1;2016
IBBETT H;1;1;0,250;12;1;2019
IBRAHIM R;1;1;0,143;14;1;2016
IBUKI T;1;1;0,083;1;1;2011
IDRIS AO;1;1;0,091;4;1;2012
IGARASHI M;2;2;1,000;5;2;2021
IGARASHI Y;2;2;0,143;165;2;2009
IGLESIAS CA;2;2;0,222;36;2;2014
IGLESIAS JR;3;3;0,167;39;3;2005
IGLESIAS S;1;1;0,111;151;1;2014
IGNACCOLO M;1;1;0,167;17;1;2017
IGOSHIN OA;1;1;0,091;20;1;2012
IGUSA T;2;2;0,222;24;2;2014
IHLE T;2;2;0,200;83;2;2013
IJSPEERT AJ;1;1;0,071;9;1;2009
IJZERMAN MJ;1;1;0,167;6;1;2017
IKEDA Y;1;1;0,063;3;1;2007
IKEGAYA N;1;1;0,091;85;1;2012
IKIZLER H;1;1;0,250;1;1;2019
IL SON H;1;1;0,091;127;1;2012
ILIASS T;2;2;0,286;8;2;2016
ILINSKII YA;1;1;0,091;22;1;2012
ILK N;1;1;0,200;11;1;2018
IMBIMBO E;1;1;0,250;1;1;2019
INALTEKIN H;1;1;0,111;9;1;2014
INCE C;1;1;0,063;30;1;2007
INDELMAN V;1;1;0,091;22;1;2012
INGENITO GG;1;1;0,050;218;1;2003
INGOLFSSON A;1;1;0,167;18;1;2017
INIGUEZ G;1;1;0,071;53;1;2009
INNOCENTI E;1;1;0,077;2;1;2010
INNOCENTI M;1;1;0,200;2;1;2018
INOUE JI;1;1;0,083;1;1;2011
INOUE R;3;3;0,231;55;3;2010
INTURRI G;1;1;0,167;17;1;2017
IOANAS C;1;1;0,333;7;1;2020
IOANNIDIS K;1;1;0,083;21;1;2011
IOANNIDOU I;1;1;0,100;11;1;2013
IODICE P;1;1;0,167;8;1;2017
IOERGER TR;1;1;0,043;233;1;2000
IONTA M;1;1;0,125;33;1;2015
IORIO A;1;1;0,500;1;1;2021
IOVU H;1;1;0,333;2;1;2020
IP EH;1;1;0,100;31;1;2013
IQBAL N;1;1;0,333;5;1;2020
IQBAL S;1;1;0,111;58;1;2014
IQBAL SN;1;1;0,250;4;1;2019
IRWIN EG;1;1;0,071;47;1;2009
IRYO-ASANO M;1;1;0,500;2;1;2021
ISAI DG;1;1;0,125;8;1;2015
ISBELL CL;1;1;0,059;34;1;2006
ISHIDA K;1;1;0,042;1;1;1999
ISHIGURO I;1;1;0,045;73;1;2001
ISLES PDF;1;1;0,143;21;1;2016
ISSA RRA;1;1;0,167;1;1;2017
IVANOVIC D;1;1;0,071;11;1;2009
IVERSEN PW;1;1;0,167;7;1;2017
IVEZIC N;1;1;0,040;8;1;1998
IVORY CF;1;1;0,111;11;1;2014
IWASAKA H;1;1;0,167;27;1;2017
IWASHYNA TJ;1;1;0,143;2;1;2016
IYER A;1;1;0,333;2;1;2020
IYER S;1;1;0,111;5;1;2014
IYETOMI H;1;1;0,063;3;1;2007
IZGI M;1;1;0,200;8;1;2018
IZQUIERDO J;1;1;0,143;3;1;2016
IZQUIERDO LR;1;1;0,125;13;1;2015
IZQUIERDO SS;1;1;0,125;13;1;2015
IZUMI K;1;1;0,333;2;1;2020
JABBARPOUR MR;1;1;0,111;31;1;2014
JABBOUR HJ;1;1;0,111;30;1;2014
JABBOUR KB;1;1;0,111;30;1;2014
JACKSON AL;1;1;0,063;16;1;2007
JACOB C;2;2;0,200;24;2;2013
JACOBS D;1;1;0,111;114;1;2014
JACOBS RS;1;1;0,031;3;1;1991
JAEGER JAG;1;1;0,071;16;1;2009
JAFARI A;1;1;0,143;3;1;2016
JAFFUEL G;1;1;0,125;30;1;2015
JAGER G;2;2;0,400;30;2;2018
JAGER W;7;8;0,333;396;8;2002
JAIN RK;1;1;0,100;26;1;2013
JAKEMAN AJ;1;1;0,125;86;1;2015
JAKLIN N;1;1;0,143;10;1;2016
JAKOB M;1;1;0,143;3;1;2016
JAKOBSEN P;1;1;0,050;26;1;2003
JAKOBSON LI;1;1;0,125;31;1;2015
JALAL S;1;1;0,500;7;1;2021
JALILI M;4;4;0,400;143;4;2013
JAMALI Y;1;1;0,083;20;1;2011
JAN LZ;1;1;0,500;1;1;2021
JANCIC-STOJANOVIC B;1;1;0,071;11;1;2009
JANES KA;1;1;0,250;2;1;2019
JANG IJ;1;1;0,071;5;1;2009
JANG NW;1;1;0,083;2;1;2011
JANG TS;1;1;0,125;11;1;2015
JANGARD S;1;1;0,200;31;1;2018
JANSEN PA;1;1;0,077;15;1;2010
JANSSEN M;1;1;0,056;9;1;2005
JANSSEN MA;4;4;0,190;209;4;2002
JANUSEK D;1;1;0,125;18;1;2015
JARRELL B;1;1;0,091;12;1;2012
JARVI K;1;1;0,167;12;1;2017
JASPERSEN JG;1;1;0,167;5;1;2017
JASSO H;1;1;0,091;11;1;2012
JAVANMARD H;1;1;0,200;7;1;2018
JAVARONE MA;4;6;0,444;129;6;2014
JAVED F;1;1;0,083;35;1;2011
JAVIDI T;1;1;0,125;8;1;2015
JAWISH RJ;1;1;0,111;30;1;2014
JAYAKRISHNAN R;1;1;0,091;7;1;2012
JAYAPRAKASH C;1;1;0,071;47;1;2009
JAZBEC J;1;1;0,067;15;1;2008
JAZIZADEH F;1;1;0,250;27;1;2019
JEANSON R;1;1;0,091;9;1;2012
JEARANAISILAWONG P;1;1;0,125;6;1;2015
JECK S;2;2;0,143;39;2;2009
JEDRZEJEWSKI A;1;1;0,167;14;1;2017
JEDRZKIEWICZ D;1;1;0,333;4;1;2020
JEELANI S;1;1;0,067;185;1;2008
JEFFERS MAB;1;1;0,143;3;1;2016
JEFFERSON AD;1;1;0,333;5;1;2020
JELLEMA T;1;1;0,071;27;1;2009
JENKINS T;1;1;0,071;14;1;2009
JENKINSON R;1;1;0,091;35;1;2012
JENNESS SM;1;1;0,333;2;1;2020
JENNINGS NR;3;3;0,136;76;3;2001
JENSEN HJ;2;2;0,333;6;2;2017
JENSEN LS;1;1;0,167;2;1;2017
JENSEN P;1;1;0,111;9;1;2014
JEON WJ;1;1;0,500;1;1;2021
JEONG H;1;1;0,500;1;1;2021
JEREB B;1;1;0,067;15;1;2008
JERICO JP;1;1;0,111;9;1;2014
JEWELL L;1;1;0,048;7;1;2002
JI DG;1;1;0,200;1;1;2018
JI JC;4;4;0,364;74;4;2012
JI JR;1;1;0,250;1;1;2019
JI LH;4;7;0,444;100;7;2014
JI M;1;1;0,083;16;1;2011
JI SM;1;1;0,333;1;1;2020
JI TY;1;1;0,200;7;1;2018
JI YJ;1;1;0,200;15;1;2018
JI ZJ;3;3;0,429;64;3;2016
JIA H;1;1;0,125;28;1;2015
JIA JY;1;1;0,333;1;1;2020
JIA N;2;2;0,182;20;2;2012
JIA Q;1;1;0,091;32;1;2012
JIA T;1;1;0,091;36;1;2012
JIA XF;1;1;0,125;21;1;2015
JIA Y;1;1;0,250;4;1;2019
JIA YM;4;5;0,364;101;5;2012
JIAN L;2;2;0,500;15;2;2019
JIAN YL;1;1;0,067;6;1;2008
JIAN ZW;1;1;0,050;64;1;2003
JIANG B;1;1;0,091;36;1;2012
JIANG C;1;1;0,125;10;1;2015
JIANG CX;1;1;0,200;7;1;2018
JIANG FC;3;3;0,231;149;3;2010
JIANG GP;1;1;0,500;9;1;2021
JIANG GY;2;2;0,222;45;2;2014
JIANG HJ;1;1;0,200;8;1;2018
JIANG JC;1;1;0,250;1;1;2019
JIANG JG;1;1;0,200;4;1;2018
JIANG JJ;1;1;0,100;10;1;2013
JIANG K;1;1;0,250;51;1;2019
JIANG L;1;1;0,100;502;1;2013
JIANG LP;1;1;0,250;4;1;2019
JIANG MM;1;1;0,333;1;1;2020
JIANG MS;1;1;0,200;2;1;2018
JIANG Q;2;2;0,087;20;2;2000
JIANG R;1;1;0,063;29;1;2007
JIANG SJ;1;1;0,333;8;1;2020
JIANG X;1;1;0,500;1;1;2021
JIANG Y;1;1;0,143;22;1;2016
JIANG YC;1;1;0,250;1;1;2019
JIANG YL;1;1;0,200;4;1;2018
